FIPS Code,Geography,Year,Program Type,Population
36001,Albany,2021,Postcensal Population Estimate,313743
36003,Allegany,2021,Postcensal Population Estimate,46106
36005,Bronx,2021,Postcensal Population Estimate,1424948
36007,Broome,2021,Postcensal Population Estimate,197240
36009,Cattaraugus,2021,Postcensal Population Estimate,76426
36011,Cayuga,2021,Postcensal Population Estimate,75880
36013,Chautauqua,2021,Postcensal Population Estimate,126807
36015,Chemung,2021,Postcensal Population Estimate,83045
36017,Chenango,2021,Postcensal Population Estimate,46537
36019,Clinton,2021,Postcensal Population Estimate,79596
36021,Columbia,2021,Postcensal Population Estimate,61778
36023,Cortland,2021,Postcensal Population Estimate,46311
36025,Delaware,2021,Postcensal Population Estimate,44378
36027,Dutchess,2021,Postcensal Population Estimate,297112
36029,Erie,2021,Postcensal Population Estimate,950683
36031,Essex,2021,Postcensal Population Estimate,37268
36033,Franklin,2021,Postcensal Population Estimate,47456
36035,Fulton,2021,Postcensal Population Estimate,53116
36037,Genesee,2021,Postcensal Population Estimate,57853
36039,Greene,2021,Postcensal Population Estimate,48499
36041,Hamilton,2021,Postcensal Population Estimate,5119
36043,Herkimer,2021,Postcensal Population Estimate,59937
36045,Jefferson,2021,Postcensal Population Estimate,116295
36047,Kings,2021,Postcensal Population Estimate,2641052
36049,Lewis,2021,Postcensal Population Estimate,26573
36051,Livingston,2021,Postcensal Population Estimate,61578
36053,Madison,2021,Postcensal Population Estimate,67658
36055,Monroe,2021,Postcensal Population Estimate,755160
36057,Montgomery,2021,Postcensal Population Estimate,49558
36059,Nassau,2021,Postcensal Population Estimate,1390907
36061,New York,2021,Postcensal Population Estimate,1576876
36063,Niagara,2021,Postcensal Population Estimate,211653
36065,Oneida,2021,Postcensal Population Estimate,230274
36067,Onondaga,2021,Postcensal Population Estimate,473236
36069,Ontario,2021,Postcensal Population Estimate,112508
36071,Orange,2021,Postcensal Population Estimate,404525
36073,Orleans,2021,Postcensal Population Estimate,40191
36075,Oswego,2021,Postcensal Population Estimate,117387
36077,Otsego,2021,Postcensal Population Estimate,58123
36079,Putnam,2021,Postcensal Population Estimate,97936
36081,Queens,2021,Postcensal Population Estimate,2331143
36083,Rensselaer,2021,Postcensal Population Estimate,160232
36085,Richmond,2021,Postcensal Population Estimate,493494
36087,Rockland,2021,Postcensal Population Estimate,339227
36089,St. Lawrence,2021,Postcensal Population Estimate,108051
36091,Saratoga,2021,Postcensal Population Estimate,237359
36093,Schenectady,2021,Postcensal Population Estimate,158089
36095,Schoharie,2021,Postcensal Population Estimate,29863
36097,Schuyler,2021,Postcensal Population Estimate,17752
36099,Seneca,2021,Postcensal Population Estimate,33688
36101,Steuben,2021,Postcensal Population Estimate,92948
36103,Suffolk,2021,Postcensal Population Estimate,1526344
36105,Sullivan,2021,Postcensal Population Estimate,79806
36107,Tioga,2021,Postcensal Population Estimate,47980
36109,Tompkins,2021,Postcensal Population Estimate,105162
36111,Ulster,2021,Postcensal Population Estimate,182951
36113,Warren,2021,Postcensal Population Estimate,65618
36115,Washington,2021,Postcensal Population Estimate,60956
36117,Wayne,2021,Postcensal Population Estimate,90923
36119,Westchester,2021,Postcensal Population Estimate,997895
36121,Wyoming,2021,Postcensal Population Estimate,40491
36123,Yates,2021,Postcensal Population Estimate,24613
36001,Albany,2020,Postcensal Population Estimate,314368
36003,Allegany,2020,Postcensal Population Estimate,46373
36005,Bronx,2020,Postcensal Population Estimate,1466438
36007,Broome,2020,Postcensal Population Estimate,198199
36009,Cattaraugus,2020,Postcensal Population Estimate,76907
36011,Cayuga,2020,Postcensal Population Estimate,76095
36013,Chautauqua,2020,Postcensal Population Estimate,127424
36015,Chemung,2020,Postcensal Population Estimate,83882
36017,Chenango,2020,Postcensal Population Estimate,47073
36019,Clinton,2020,Postcensal Population Estimate,79715
36021,Columbia,2020,Postcensal Population Estimate,61550
36023,Cortland,2020,Postcensal Population Estimate,46723
36025,Delaware,2020,Postcensal Population Estimate,44186
36027,Dutchess,2020,Postcensal Population Estimate,295742
36029,Erie,2020,Postcensal Population Estimate,953254
36031,Essex,2020,Postcensal Population Estimate,37336
36033,Franklin,2020,Postcensal Population Estimate,47527
36035,Fulton,2020,Postcensal Population Estimate,53160
36037,Genesee,2020,Postcensal Population Estimate,58258
36039,Greene,2020,Postcensal Population Estimate,47890
36041,Hamilton,2020,Postcensal Population Estimate,5078
36043,Herkimer,2020,Postcensal Population Estimate,60007
36045,Jefferson,2020,Postcensal Population Estimate,116134
36047,Kings,2020,Postcensal Population Estimate,2727393
36049,Lewis,2020,Postcensal Population Estimate,26538
36051,Livingston,2020,Postcensal Population Estimate,61699
36053,Madison,2020,Postcensal Population Estimate,67890
36055,Monroe,2020,Postcensal Population Estimate,758554
36057,Montgomery,2020,Postcensal Population Estimate,49433
36059,Nassau,2020,Postcensal Population Estimate,1393978
36061,New York,2020,Postcensal Population Estimate,1687834
36063,Niagara,2020,Postcensal Population Estimate,212252
36065,Oneida,2020,Postcensal Population Estimate,231695
36067,Onondaga,2020,Postcensal Population Estimate,475653
36069,Ontario,2020,Postcensal Population Estimate,112475
36071,Orange,2020,Postcensal Population Estimate,401322
36073,Orleans,2020,Postcensal Population Estimate,40236
36075,Oswego,2020,Postcensal Population Estimate,117351
36077,Otsego,2020,Postcensal Population Estimate,58351
36079,Putnam,2020,Postcensal Population Estimate,97660
36081,Queens,2020,Postcensal Population Estimate,2395791
36083,Rensselaer,2020,Postcensal Population Estimate,160923
36085,Richmond,2020,Postcensal Population Estimate,495522
36087,Rockland,2020,Postcensal Population Estimate,338121
36089,St. Lawrence,2020,Postcensal Population Estimate,108311
36091,Saratoga,2020,Postcensal Population Estimate,235689
36093,Schenectady,2020,Postcensal Population Estimate,157861
36095,Schoharie,2020,Postcensal Population Estimate,29720
36097,Schuyler,2020,Postcensal Population Estimate,17857
36099,Seneca,2020,Postcensal Population Estimate,33715
36101,Steuben,2020,Postcensal Population Estimate,93363
36103,Suffolk,2020,Postcensal Population Estimate,1524099
36105,Sullivan,2020,Postcensal Population Estimate,78643
36107,Tioga,2020,Postcensal Population Estimate,48355
36109,Tompkins,2020,Postcensal Population Estimate,105404
36111,Ulster,2020,Postcensal Population Estimate,181687
36113,Warren,2020,Postcensal Population Estimate,65638
36115,Washington,2020,Postcensal Population Estimate,61143
36117,Wayne,2020,Postcensal Population Estimate,91103
36119,Westchester,2020,Postcensal Population Estimate,1003245
36121,Wyoming,2020,Postcensal Population Estimate,40401
36123,Yates,2020,Postcensal Population Estimate,24709
36000,NewYorkState,2020,Census Base Population,20201249
36001,Albany,2020,Census Base Population,314848
36003,Allegany,2020,Census Base Population,46456
36005,Bronx,2020,Census Base Population,1472654
36007,Broome,2020,Census Base Population,198683
36009,Cattaraugus,2020,Census Base Population,77042
36011,Cayuga,2020,Census Base Population,76248
36013,Chautauqua,2020,Census Base Population,127657
36015,Chemung,2020,Census Base Population,84148
36017,Chenango,2020,Census Base Population,47220
36019,Clinton,2020,Census Base Population,79843
36021,Columbia,2020,Census Base Population,61570
36023,Cortland,2020,Census Base Population,46809
36025,Delaware,2020,Census Base Population,44308
36027,Dutchess,2020,Census Base Population,295911
36029,Erie,2020,Census Base Population,954236
36031,Essex,2020,Census Base Population,37381
36033,Franklin,2020,Census Base Population,47555
36035,Fulton,2020,Census Base Population,53324
36037,Genesee,2020,Census Base Population,58388
36039,Greene,2020,Census Base Population,47931
36041,Hamilton,2020,Census Base Population,5107
36043,Herkimer,2020,Census Base Population,60139
36045,Jefferson,2020,Census Base Population,116721
36047,Kings,2020,Census Base Population,2736074
36049,Lewis,2020,Census Base Population,26582
36051,Livingston,2020,Census Base Population,61834
36053,Madison,2020,Census Base Population,68016
36055,Monroe,2020,Census Base Population,759443
36057,Montgomery,2020,Census Base Population,49532
36059,Nassau,2020,Census Base Population,1395774
36061,New York,2020,Census Base Population,1694251
36063,Niagara,2020,Census Base Population,212666
36065,Oneida,2020,Census Base Population,232125
36067,Onondaga,2020,Census Base Population,476516
36069,Ontario,2020,Census Base Population,112458
36071,Orange,2020,Census Base Population,401310
36073,Orleans,2020,Census Base Population,40343
36075,Oswego,2020,Census Base Population,117525
36077,Otsego,2020,Census Base Population,58524
36079,Putnam,2020,Census Base Population,97668
36081,Queens,2020,Census Base Population,2405464
36083,Rensselaer,2020,Census Base Population,161130
36085,Richmond,2020,Census Base Population,495747
36087,Rockland,2020,Census Base Population,338329
36089,St. Lawrence,2020,Census Base Population,108505
36091,Saratoga,2020,Census Base Population,235509
36093,Schenectady,2020,Census Base Population,158061
36095,Schoharie,2020,Census Base Population,29714
36097,Schuyler,2020,Census Base Population,17898
36099,Seneca,2020,Census Base Population,33814
36101,Steuben,2020,Census Base Population,93584
36103,Suffolk,2020,Census Base Population,1525920
36105,Sullivan,2020,Census Base Population,78624
36107,Tioga,2020,Census Base Population,48455
36109,Tompkins,2020,Census Base Population,105740
36111,Ulster,2020,Census Base Population,181851
36113,Warren,2020,Census Base Population,65737
36115,Washington,2020,Census Base Population,61302
36117,Wayne,2020,Census Base Population,91283
36119,Westchester,2020,Census Base Population,1004457
36121,Wyoming,2020,Census Base Population,40531
36123,Yates,2020,Census Base Population,24774
36000,NewYorkState,2019,Postcensal Population Estimate,19463131
36001,Albany,2019,Postcensal Population Estimate,304752
36003,Allegany,2019,Postcensal Population Estimate,45915
36005,Bronx,2019,Postcensal Population Estimate,1418187
36007,Broome,2019,Postcensal Population Estimate,190737
36009,Cattaraugus,2019,Postcensal Population Estimate,76230
36011,Cayuga,2019,Postcensal Population Estimate,76450
36013,Chautauqua,2019,Postcensal Population Estimate,126636
36015,Chemung,2019,Postcensal Population Estimate,83404
36017,Chenango,2019,Postcensal Population Estimate,47234
36019,Clinton,2019,Postcensal Population Estimate,80031
36021,Columbia,2019,Postcensal Population Estimate,59582
36023,Cortland,2019,Postcensal Population Estimate,47410
36025,Delaware,2019,Postcensal Population Estimate,44356
36027,Dutchess,2019,Postcensal Population Estimate,293934
36029,Erie,2019,Postcensal Population Estimate,918813
36031,Essex,2019,Postcensal Population Estimate,36987
36033,Franklin,2019,Postcensal Population Estimate,50102
36035,Fulton,2019,Postcensal Population Estimate,53336
36037,Genesee,2019,Postcensal Population Estimate,57414
36039,Greene,2019,Postcensal Population Estimate,47211
36041,Hamilton,2019,Postcensal Population Estimate,4438
36043,Herkimer,2019,Postcensal Population Estimate,61356
36045,Jefferson,2019,Postcensal Population Estimate,110143
36047,Kings,2019,Postcensal Population Estimate,2562329
36049,Lewis,2019,Postcensal Population Estimate,26329
36051,Livingston,2019,Postcensal Population Estimate,62893
36053,Madison,2019,Postcensal Population Estimate,70875
36055,Monroe,2019,Postcensal Population Estimate,742605
36057,Montgomery,2019,Postcensal Population Estimate,49355
36059,Nassau,2019,Postcensal Population Estimate,1356073
36061,New York,2019,Postcensal Population Estimate,1632326
36063,Niagara,2019,Postcensal Population Estimate,209563
36065,Oneida,2019,Postcensal Population Estimate,228240
36067,Onondaga,2019,Postcensal Population Estimate,460870
36069,Ontario,2019,Postcensal Population Estimate,109984
36071,Orange,2019,Postcensal Population Estimate,384950
36073,Orleans,2019,Postcensal Population Estimate,40351
36075,Oswego,2019,Postcensal Population Estimate,116934
36077,Otsego,2019,Postcensal Population Estimate,59347
36079,Putnam,2019,Postcensal Population Estimate,98511
36081,Queens,2019,Postcensal Population Estimate,2253942
36083,Rensselaer,2019,Postcensal Population Estimate,158981
36085,Richmond,2019,Postcensal Population Estimate,476141
36087,Rockland,2019,Postcensal Population Estimate,326352
36089,St. Lawrence,2019,Postcensal Population Estimate,107766
36091,Saratoga,2019,Postcensal Population Estimate,229635
36093,Schenectady,2019,Postcensal Population Estimate,155548
36095,Schoharie,2019,Postcensal Population Estimate,31052
36097,Schuyler,2019,Postcensal Population Estimate,17812
36099,Seneca,2019,Postcensal Population Estimate,34189
36101,Steuben,2019,Postcensal Population Estimate,95328
36103,Suffolk,2019,Postcensal Population Estimate,1478325
36105,Sullivan,2019,Postcensal Population Estimate,75551
36107,Tioga,2019,Postcensal Population Estimate,48221
36109,Tompkins,2019,Postcensal Population Estimate,101971
36111,Ulster,2019,Postcensal Population Estimate,177933
36113,Warren,2019,Postcensal Population Estimate,63980
36115,Washington,2019,Postcensal Population Estimate,61168
36117,Wayne,2019,Postcensal Population Estimate,89816
36119,Westchester,2019,Postcensal Population Estimate,968467
36121,Wyoming,2019,Postcensal Population Estimate,39858
36123,Yates,2019,Postcensal Population Estimate,24902
36000,NewYorkState,2018,Postcensal Population Estimate,19544098
36001,Albany,2018,Postcensal Population Estimate,306691
36003,Allegany,2018,Postcensal Population Estimate,46286
36005,Bronx,2018,Postcensal Population Estimate,1432316
36007,Broome,2018,Postcensal Population Estimate,192222
36009,Cattaraugus,2018,Postcensal Population Estimate,76748
36011,Cayuga,2018,Postcensal Population Estimate,77121
36013,Chautauqua,2018,Postcensal Population Estimate,127516
36015,Chemung,2018,Postcensal Population Estimate,84033
36017,Chenango,2018,Postcensal Population Estimate,47502
36019,Clinton,2018,Postcensal Population Estimate,80675
36021,Columbia,2018,Postcensal Population Estimate,59852
36023,Cortland,2018,Postcensal Population Estimate,47721
36025,Delaware,2018,Postcensal Population Estimate,44624
36027,Dutchess,2018,Postcensal Population Estimate,293814
36029,Erie,2018,Postcensal Population Estimate,919941
36031,Essex,2018,Postcensal Population Estimate,37309
36033,Franklin,2018,Postcensal Population Estimate,50325
36035,Fulton,2018,Postcensal Population Estimate,53654
36037,Genesee,2018,Postcensal Population Estimate,57509
36039,Greene,2018,Postcensal Population Estimate,47401
36041,Hamilton,2018,Postcensal Population Estimate,4453
36043,Herkimer,2018,Postcensal Population Estimate,61760
36045,Jefferson,2018,Postcensal Population Estimate,112266
36047,Kings,2018,Postcensal Population Estimate,2580088
36049,Lewis,2018,Postcensal Population Estimate,26503
36051,Livingston,2018,Postcensal Population Estimate,63281
36053,Madison,2018,Postcensal Population Estimate,71180
36055,Monroe,2018,Postcensal Population Estimate,744239
36057,Montgomery,2018,Postcensal Population Estimate,49502
36059,Nassau,2018,Postcensal Population Estimate,1357423
36061,New York,2018,Postcensal Population Estimate,1632393
36063,Niagara,2018,Postcensal Population Estimate,210300
36065,Oneida,2018,Postcensal Population Estimate,229431
36067,Onondaga,2018,Postcensal Population Estimate,461890
36069,Ontario,2018,Postcensal Population Estimate,109962
36071,Orange,2018,Postcensal Population Estimate,382411
36073,Orleans,2018,Postcensal Population Estimate,40708
36075,Oswego,2018,Postcensal Population Estimate,117520
36077,Otsego,2018,Postcensal Population Estimate,59828
36079,Putnam,2018,Postcensal Population Estimate,98871
36081,Queens,2018,Postcensal Population Estimate,2275286
36083,Rensselaer,2018,Postcensal Population Estimate,159452
36085,Richmond,2018,Postcensal Population Estimate,476531
36087,Rockland,2018,Postcensal Population Estimate,325656
36089,St. Lawrence,2018,Postcensal Population Estimate,108534
36091,Saratoga,2018,Postcensal Population Estimate,230127
36093,Schenectady,2018,Postcensal Population Estimate,155334
36095,Schoharie,2018,Postcensal Population Estimate,31182
36097,Schuyler,2018,Postcensal Population Estimate,17842
36099,Seneca,2018,Postcensal Population Estimate,34277
36101,Steuben,2018,Postcensal Population Estimate,95876
36103,Suffolk,2018,Postcensal Population Estimate,1482275
36105,Sullivan,2018,Postcensal Population Estimate,75381
36107,Tioga,2018,Postcensal Population Estimate,48515
36109,Tompkins,2018,Postcensal Population Estimate,102382
36111,Ulster,2018,Postcensal Population Estimate,178510
36113,Warren,2018,Postcensal Population Estimate,64269
36115,Washington,2018,Postcensal Population Estimate,61335
36117,Wayne,2018,Postcensal Population Estimate,90110
36119,Westchester,2018,Postcensal Population Estimate,968928
36121,Wyoming,2018,Postcensal Population Estimate,40068
36123,Yates,2018,Postcensal Population Estimate,24959
36000,NewYorkState,2017,Postcensal Population Estimate,19593849
36001,Albany,2017,Postcensal Population Estimate,307919
36003,Allegany,2017,Postcensal Population Estimate,46669
36005,Bronx,2017,Postcensal Population Estimate,1439956
36007,Broome,2017,Postcensal Population Estimate,193255
36009,Cattaraugus,2017,Postcensal Population Estimate,77199
36011,Cayuga,2017,Postcensal Population Estimate,77495
36013,Chautauqua,2017,Postcensal Population Estimate,128424
36015,Chemung,2017,Postcensal Population Estimate,84825
36017,Chenango,2017,Postcensal Population Estimate,47842
36019,Clinton,2017,Postcensal Population Estimate,80595
36021,Columbia,2017,Postcensal Population Estimate,60312
36023,Cortland,2017,Postcensal Population Estimate,47834
36025,Delaware,2017,Postcensal Population Estimate,45061
36027,Dutchess,2017,Postcensal Population Estimate,293512
36029,Erie,2017,Postcensal Population Estimate,919378
36031,Essex,2017,Postcensal Population Estimate,37521
36033,Franklin,2017,Postcensal Population Estimate,50478
36035,Fulton,2017,Postcensal Population Estimate,53815
36037,Genesee,2017,Postcensal Population Estimate,57828
36039,Greene,2017,Postcensal Population Estimate,47403
36041,Hamilton,2017,Postcensal Population Estimate,4477
36043,Herkimer,2017,Postcensal Population Estimate,62193
36045,Jefferson,2017,Postcensal Population Estimate,113488
36047,Kings,2017,Postcensal Population Estimate,2594357
36049,Lewis,2017,Postcensal Population Estimate,26606
36051,Livingston,2017,Postcensal Population Estimate,63503
36053,Madison,2017,Postcensal Population Estimate,70993
36055,Monroe,2017,Postcensal Population Estimate,743528
36057,Montgomery,2017,Postcensal Population Estimate,49203
36059,Nassau,2017,Postcensal Population Estimate,1357260
36061,New York,2017,Postcensal Population Estimate,1632337
36063,Niagara,2017,Postcensal Population Estimate,210911
36065,Oneida,2017,Postcensal Population Estimate,229980
36067,Onondaga,2017,Postcensal Population Estimate,461843
36069,Ontario,2017,Postcensal Population Estimate,109652
36071,Orange,2017,Postcensal Population Estimate,379896
36073,Orleans,2017,Postcensal Population Estimate,40815
36075,Oswego,2017,Postcensal Population Estimate,118444
36077,Otsego,2017,Postcensal Population Estimate,59955
36079,Putnam,2017,Postcensal Population Estimate,98901
36081,Queens,2017,Postcensal Population Estimate,2295226
36083,Rensselaer,2017,Postcensal Population Estimate,159214
36085,Richmond,2017,Postcensal Population Estimate,475819
36087,Rockland,2017,Postcensal Population Estimate,324600
36089,St. Lawrence,2017,Postcensal Population Estimate,108768
36091,Saratoga,2017,Postcensal Population Estimate,229314
36093,Schenectady,2017,Postcensal Population Estimate,154716
36095,Schoharie,2017,Postcensal Population Estimate,31260
36097,Schuyler,2017,Postcensal Population Estimate,17910
36099,Seneca,2017,Postcensal Population Estimate,34293
36101,Steuben,2017,Postcensal Population Estimate,96379
36103,Suffolk,2017,Postcensal Population Estimate,1483862
36105,Sullivan,2017,Postcensal Population Estimate,75000
36107,Tioga,2017,Postcensal Population Estimate,48659
36109,Tompkins,2017,Postcensal Population Estimate,102731
36111,Ulster,2017,Postcensal Population Estimate,178650
36113,Warren,2017,Postcensal Population Estimate,64406
36115,Washington,2017,Postcensal Population Estimate,61600
36117,Wayne,2017,Postcensal Population Estimate,90429
36119,Westchester,2017,Postcensal Population Estimate,970033
36121,Wyoming,2017,Postcensal Population Estimate,40296
36123,Yates,2017,Postcensal Population Estimate,25021
36000,NewYorkState,2016,Postcensal Population Estimate,19636391
36001,Albany,2016,Postcensal Population Estimate,307810
36003,Allegany,2016,Postcensal Population Estimate,47063
36005,Bronx,2016,Postcensal Population Estimate,1443678
36007,Broome,2016,Postcensal Population Estimate,194575
36009,Cattaraugus,2016,Postcensal Population Estimate,77711
36011,Cayuga,2016,Postcensal Population Estimate,77696
36013,Chautauqua,2016,Postcensal Population Estimate,129310
36015,Chemung,2016,Postcensal Population Estimate,85692
36017,Chenango,2016,Postcensal Population Estimate,48325
36019,Clinton,2016,Postcensal Population Estimate,80521
36021,Columbia,2016,Postcensal Population Estimate,60801
36023,Cortland,2016,Postcensal Population Estimate,47950
36025,Delaware,2016,Postcensal Population Estimate,45399
36027,Dutchess,2016,Postcensal Population Estimate,293065
36029,Erie,2016,Postcensal Population Estimate,918992
36031,Essex,2016,Postcensal Population Estimate,37695
36033,Franklin,2016,Postcensal Population Estimate,51073
36035,Fulton,2016,Postcensal Population Estimate,53643
36037,Genesee,2016,Postcensal Population Estimate,58024
36039,Greene,2016,Postcensal Population Estimate,47481
36041,Hamilton,2016,Postcensal Population Estimate,4558
36043,Herkimer,2016,Postcensal Population Estimate,62434
36045,Jefferson,2016,Postcensal Population Estimate,113280
36047,Kings,2016,Postcensal Population Estimate,2608146
36049,Lewis,2016,Postcensal Population Estimate,26656
36051,Livingston,2016,Postcensal Population Estimate,64013
36053,Madison,2016,Postcensal Population Estimate,71426
36055,Monroe,2016,Postcensal Population Estimate,744150
36057,Montgomery,2016,Postcensal Population Estimate,49242
36059,Nassau,2016,Postcensal Population Estimate,1356067
36061,New York,2016,Postcensal Population Estimate,1636721
36063,Niagara,2016,Postcensal Population Estimate,211555
36065,Oneida,2016,Postcensal Population Estimate,230372
36067,Onondaga,2016,Postcensal Population Estimate,464139
36069,Ontario,2016,Postcensal Population Estimate,109348
36071,Orange,2016,Postcensal Population Estimate,377894
36073,Orleans,2016,Postcensal Population Estimate,41270
36075,Oswego,2016,Postcensal Population Estimate,118907
36077,Otsego,2016,Postcensal Population Estimate,60135
36079,Putnam,2016,Postcensal Population Estimate,98753
36081,Queens,2016,Postcensal Population Estimate,2306249
36083,Rensselaer,2016,Postcensal Population Estimate,159311
36085,Richmond,2016,Postcensal Population Estimate,474160
36087,Rockland,2016,Postcensal Population Estimate,323231
36089,St. Lawrence,2016,Postcensal Population Estimate,109506
36091,Saratoga,2016,Postcensal Population Estimate,227189
36093,Schenectady,2016,Postcensal Population Estimate,154473
36095,Schoharie,2016,Postcensal Population Estimate,31318
36097,Schuyler,2016,Postcensal Population Estimate,17976
36099,Seneca,2016,Postcensal Population Estimate,34725
36101,Steuben,2016,Postcensal Population Estimate,96975
36103,Suffolk,2016,Postcensal Population Estimate,1486699
36105,Sullivan,2016,Postcensal Population Estimate,74913
36107,Tioga,2016,Postcensal Population Estimate,48858
36109,Tompkins,2016,Postcensal Population Estimate,103042
36111,Ulster,2016,Postcensal Population Estimate,179045
36113,Warren,2016,Postcensal Population Estimate,64525
36115,Washington,2016,Postcensal Population Estimate,61812
36117,Wayne,2016,Postcensal Population Estimate,90823
36119,Westchester,2016,Postcensal Population Estimate,970461
36121,Wyoming,2016,Postcensal Population Estimate,40450
36123,Yates,2016,Postcensal Population Estimate,25080
36000,NewYorkState,2015,Postcensal Population Estimate,19657321
36001,AlbanyCounty,2015,Postcensal Population Estimate,307521
36003,AlleganyCounty,2015,Postcensal Population Estimate,47352
36005,BronxCounty,2015,Postcensal Population Estimate,1439480
36007,BroomeCounty,2015,Postcensal Population Estimate,195981
36009,CattaraugusCounty,2015,Postcensal Population Estimate,77941
36011,CayugaCounty,2015,Postcensal Population Estimate,78323
36013,ChautauquaCounty,2015,Postcensal Population Estimate,130582
36015,ChemungCounty,2015,Postcensal Population Estimate,86771
36017,ChenangoCounty,2015,Postcensal Population Estimate,48794
36019,ClintonCounty,2015,Postcensal Population Estimate,80759
36021,ColumbiaCounty,2015,Postcensal Population Estimate,61451
36023,CortlandCounty,2015,Postcensal Population Estimate,48299
36025,DelawareCounty,2015,Postcensal Population Estimate,45895
36027,DutchessCounty,2015,Postcensal Population Estimate,294105
36029,ErieCounty,2015,Postcensal Population Estimate,920858
36031,EssexCounty,2015,Postcensal Population Estimate,37973
36033,FranklinCounty,2015,Postcensal Population Estimate,50552
36035,FultonCounty,2015,Postcensal Population Estimate,53812
36037,GeneseeCounty,2015,Postcensal Population Estimate,58488
36039,GreeneCounty,2015,Postcensal Population Estimate,47621
36041,HamiltonCounty,2015,Postcensal Population Estimate,4700
36043,HerkimerCounty,2015,Postcensal Population Estimate,62659
36045,JeffersonCounty,2015,Postcensal Population Estimate,116539
36047,KingsCounty,2015,Postcensal Population Estimate,2608797
36049,LewisCounty,2015,Postcensal Population Estimate,26824
36051,LivingstonCounty,2015,Postcensal Population Estimate,64336
36053,MadisonCounty,2015,Postcensal Population Estimate,71779
36055,MonroeCounty,2015,Postcensal Population Estimate,745847
36057,MontgomeryCounty,2015,Postcensal Population Estimate,49576
36059,NassauCounty,2015,Postcensal Population Estimate,1354987
36061,NewYorkCounty,2015,Postcensal Population Estimate,1637327
36063,NiagaraCounty,2015,Postcensal Population Estimate,212391
36065,OneidaCounty,2015,Postcensal Population Estimate,231315
36067,OnondagaCounty,2015,Postcensal Population Estimate,466320
36069,OntarioCounty,2015,Postcensal Population Estimate,109324
36071,OrangeCounty,2015,Postcensal Population Estimate,375911
36073,OrleansCounty,2015,Postcensal Population Estimate,41482
36075,OswegoCounty,2015,Postcensal Population Estimate,119764
36077,OtsegoCounty,2015,Postcensal Population Estimate,60524
36079,PutnamCounty,2015,Postcensal Population Estimate,99158
36081,QueensCounty,2015,Postcensal Population Estimate,2305252
36083,RensselaerCounty,2015,Postcensal Population Estimate,159413
36085,RichmondCounty,2015,Postcensal Population Estimate,472301
36087,RocklandCounty,2015,Postcensal Population Estimate,322938
36089,St.LawrenceCounty,2015,Postcensal Population Estimate,110399
36091,SaratogaCounty,2015,Postcensal Population Estimate,226182
36093,SchenectadyCounty,2015,Postcensal Population Estimate,154773
36095,SchoharieCounty,2015,Postcensal Population Estimate,31408
36097,SchuylerCounty,2015,Postcensal Population Estimate,18037
36099,SenecaCounty,2015,Postcensal Population Estimate,34814
36101,SteubenCounty,2015,Postcensal Population Estimate,97549
36103,SuffolkCounty,2015,Postcensal Population Estimate,1491997
36105,SullivanCounty,2015,Postcensal Population Estimate,74850
36107,TiogaCounty,2015,Postcensal Population Estimate,49390
36109,TompkinsCounty,2015,Postcensal Population Estimate,103187
36111,UlsterCounty,2015,Postcensal Population Estimate,179696
36113,WarrenCounty,2015,Postcensal Population Estimate,64449
36115,WashingtonCounty,2015,Postcensal Population Estimate,62277
36117,WayneCounty,2015,Postcensal Population Estimate,91316
36119,WestchesterCounty,2015,Postcensal Population Estimate,968891
36121,WyomingCounty,2015,Postcensal Population Estimate,40939
36123,YatesCounty,2015,Postcensal Population Estimate,25145
36000,NewYorkState,2014,Postcensal Population Estimate,19653431
36001,AlbanyCounty,2014,Postcensal Population Estimate,307246
36003,AlleganyCounty,2014,Postcensal Population Estimate,47671
36005,BronxCounty,2014,Postcensal Population Estimate,1430474
36007,BroomeCounty,2014,Postcensal Population Estimate,197295
36009,CattaraugusCounty,2014,Postcensal Population Estimate,78690
36011,CayugaCounty,2014,Postcensal Population Estimate,78782
36013,ChautauquaCounty,2014,Postcensal Population Estimate,131792
36015,ChemungCounty,2014,Postcensal Population Estimate,87239
36017,ChenangoCounty,2014,Postcensal Population Estimate,49339
36019,ClintonCounty,2014,Postcensal Population Estimate,81497
36021,ColumbiaCounty,2014,Postcensal Population Estimate,61956
36023,CortlandCounty,2014,Postcensal Population Estimate,48747
36025,DelawareCounty,2014,Postcensal Population Estimate,46567
36027,DutchessCounty,2014,Postcensal Population Estimate,295162
36029,ErieCounty,2014,Postcensal Population Estimate,921934
36031,EssexCounty,2014,Postcensal Population Estimate,38333
36033,FranklinCounty,2014,Postcensal Population Estimate,51110
36035,FultonCounty,2014,Postcensal Population Estimate,53940
36037,GeneseeCounty,2014,Postcensal Population Estimate,58745
36039,GreeneCounty,2014,Postcensal Population Estimate,47963
36041,HamiltonCounty,2014,Postcensal Population Estimate,4701
36043,HerkimerCounty,2014,Postcensal Population Estimate,63393
36045,JeffersonCounty,2014,Postcensal Population Estimate,118121
36047,KingsCounty,2014,Postcensal Population Estimate,2601527
36049,LewisCounty,2014,Postcensal Population Estimate,27085
36051,LivingstonCounty,2014,Postcensal Population Estimate,64574
36053,MadisonCounty,2014,Postcensal Population Estimate,72251
36055,MonroeCounty,2014,Postcensal Population Estimate,747583
36057,MontgomeryCounty,2014,Postcensal Population Estimate,49689
